

                                          Current Status of Mail Jobs Processed
                                                                               Mail      Mail     Mail      Print    Print
     Jobname          GlobalID   MSO            MSO Information               Pieces     Date     Time      Date     Time
-------------------- ---------- ------- ----------------------------------  --------- ---------- -------- --------  --------






 


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 06/26/2015   01:14:33   06/26/2015    01:17:23           38         20   PRT72  UCT-9608-E_8879690_6   infosele      ZY81  5124034195
 06/26/2015   01:17:12   06/26/2015    01:18:18          100         51   PRT73              #7015642   JOB05996      ZY81  5124034215
 06/26/2015   01:14:35   06/26/2015    01:19:50          340        171   PRT72  UCT-9633-1-E_8879673   infosele      ZY81  5124034202
 06/26/2015   01:16:16   06/26/2015    01:19:50           28         15   PRT72  UCT-9635-1-E_8879674   infosele      ZY81  5124034203
 06/26/2015   01:16:28   06/26/2015    01:19:50           12          7   PRT72  UCT-9635-E_8879665_8   infosele      ZY81  5124034204
 06/26/2015   01:16:38   06/26/2015    01:21:30          244        123   PRT72  UCT-9639-1-E_8879669   infosele      ZY81  5124034205
 06/26/2015   01:20:28   06/26/2015    01:22:18          109         70   PRT73              TR161E40   JOB00675      ZY81  5124034090
 06/26/2015   01:20:32   06/26/2015    01:22:18           39         39   PRT73              TR161E42   JOB00678      ZY81  5124034091
 06/26/2015   01:21:38   06/26/2015    01:23:29            8          5   PRT78  UCT-100B-E_8879752_6   infosele      ZY19  5124034218
 06/26/2015   01:20:36   06/26/2015    01:23:38          109         70   PRT73              TR161E50   JOB00732      ZY81  5124034092
 06/26/2015   01:20:41   06/26/2015    01:23:43           14          8   PRT73              TR161E68   JOB00739      ZY81  5124034093
 06/26/2015   01:21:39   06/26/2015    01:23:44           38         20   PRT78  UCT-14318-E_8879662_   infosele      ZY19  5124034149
 06/26/2015   01:20:43   06/26/2015    01:23:48            4          3   PRT73              TR161E68   JOB00739      ZY81  5124034094
 06/26/2015   01:20:45   06/26/2015    01:25:09          119        119   PRT73              TR161R99   JOB00813      ZY81  5124034095
 06/26/2015   01:20:52   06/26/2015    01:25:14           12         12   PRT73              TR161RCP   JOB00881      ZY81  5124034099
 06/26/2015   01:25:07   06/26/2015    01:26:00           66         34   PRT78  UCT-9597-1-E_8879658   infosele      ZY34  5124034191
 06/26/2015   01:18:23   06/26/2015    01:26:09          284        143   PRT72  UCT-9639-E_8879667_d   infosele      ZY81  5124034206
 06/26/2015   01:20:29   06/26/2015    01:26:20           16          9   PRT72  UCT-9640-E_8879682_f   infosele      ZY81  5124034207
 06/26/2015   01:20:37   06/26/2015    01:26:22            8          5   PRT72  UCT-9832-13-E_887972   infosele      ZY81  5124034209
 06/26/2015   01:20:55   06/26/2015    01:26:25          152        141   PRT73              TR161RCP   JOB00881      ZY81  5124034100
 06/26/2015   01:26:05   06/26/2015    01:26:27           14         12   PRT77              TR161RCP   JOB00881   ZY80INV  5124034101
 06/26/2015   01:20:40   06/26/2015    01:26:28            6          4   PRT72  UCT-9832-3-E_8879698   infosele      ZY81  5124034210
 06/26/2015   01:20:43   06/26/2015    01:26:33            6          4   PRT72  UCT-9832-8-E_8879699   infosele      ZY81  5124034211
 06/26/2015   01:20:45   06/26/2015    01:26:43           18         10   PRT72  UCT-9845-E_8879670_f   infosele      ZY81  5124034213
 06/26/2015   01:20:52   06/26/2015    01:26:48           10          6   PRT72  UCT-9924-E_8879706_1   infosele      ZY81  5124034214
 06/26/2015   01:20:59   06/26/2015    01:26:53           14          8   PRT72  PKT001_8879750_4966c   infosele      ZY81  5124034216
 06/26/2015   01:21:31   06/26/2015    01:27:03           20         11   PRT72  PKT001_8879751_f3172   infosele      ZY81  5124034217
 06/26/2015   01:25:10   06/26/2015    01:28:16          310        156   PRT78  UCT-9597-E_8879656_c   infosele      ZY34  5124034192
 06/26/2015   01:26:09   06/26/2015    01:28:23          170         86   PRT72  UCT-100B2-E_8879753_   infosele      ZY81  5124034219
 06/26/2015   01:26:21   06/26/2015    01:28:33           16          9   PRT72  UCT-9145-E_8879754_2   infosele      ZY81  5124034220
 06/26/2015   02:02:38   06/26/2015    02:06:30          510        257   PRT72              JE1114P1    prd1ips      ZY81  5124034222
 06/26/2015   02:23:59   06/26/2015    02:25:45          202        202   PRT72              #7017393   JOB06998      ZY81  5124034223
 06/26/2015   02:47:31   06/26/2015    02:50:27          344        173   PRT72  DMV-Drivers-OOS-Abst   infosele      ZY81  5124034224
 06/26/2015   01:13:43   06/26/2015    02:50:33         9840       9840   PRT70              #8552508   JOB65138      ZY81  5124034002
 06/26/2015   01:29:09   06/26/2015    02:50:33           18         10   PRT70  CN1100A_Combined_LF1   infosele      ZY81  5124034003
 06/26/2015   01:29:24   06/26/2015    02:50:33           16          8   PRT70  CN1100B_Combined_LF1   infosele      ZY81  5124034005
 06/26/2015   01:29:24   06/26/2015    02:50:33           78         40   PRT70  CN1100D_Combined_LF1   infosele      ZY81  5124034030
 06/26/2015   01:30:52   06/26/2015    02:50:33           18         10   PRT70  CN1100E_Combined_LF1   infosele      ZY81  5124034085
 06/26/2015   01:30:55   06/26/2015    02:50:33           16         10   PRT70  CN1100F_Combined_LF1   infosele      ZY81  5124034006
 06/26/2015   01:30:57   06/26/2015    02:50:33           60         30   PRT70  CN1100G_Combined_LF1   infosele      ZY81  5124034009
 06/26/2015   01:31:01   06/26/2015    02:51:25            3          2   PRT70  CN1100H_Combined_LF1   infosele      ZY81  5124034032
 06/26/2015   02:52:00   06/26/2015    02:52:58           82         42   PRT70  CN1100I_Combined_LF1   infosele      ZY81  5124034034


                                         Report of Latest Completed Jobs

   Start        Start       End         End          Pages     Sheets
   Date         Time        Date        Time        Printed    Printed   Printer       JobName           JOBID      Form     GlobalID
 ----------  ----------  ----------   ----------   ---------- ----------  -----  --------------------   --------  --------  ----------
 06/26/2015   02:52:02   06/26/2015    02:52:58           30         16   PRT70  CN1100J_Combined_LF1   infosele      ZY81  5124034037
 06/26/2015   04:09:19   06/26/2015    04:09:40            4          4   PRT72              DCNIC03J   JOB09113      ZY81  5124034226
 06/26/2015   04:09:06   06/26/2015    04:10:33           38         20   PRT77  UCT-468-E_8879755_c8   infosele      ZY29  5124034225
 06/26/2015   04:34:25   06/26/2015    04:35:22          145        145   PRT71              AD36150G   JOB61115     ZY200  5124033978
 06/26/2015   04:34:26   06/26/2015    04:35:49           72         72   PRT71              AD36640P   JOB59080     ZY200  5124033959
 06/26/2015   04:50:48   06/26/2015    04:52:22           78         21   PRT71              #8552515   JOB60473      T051  5124033972
 06/26/2015   04:56:30   06/26/2015    04:57:25          102        102   PRT71              DCV3SC1J   JOB06343      ZY07  5124034221
